,Postcode,Price,Type,Bedroom2,Bathroom,BuildingArea,YearBuilt,Distance,Suburb,CouncilArea,Regionname,avg_price
2687,3011.0,560000.0,t,2.0,1.0,,,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2688,3011.0,575000.0,h,2.0,1.0,,2000.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2689,3011.0,1100000.0,h,3.0,1.0,,,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2690,3011.0,932000.0,h,2.0,1.0,130.0,1910.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2691,3011.0,780000.0,h,3.0,1.0,129.0,1900.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2692,3011.0,295000.0,u,2.0,1.0,69.0,1960.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2693,3011.0,433000.0,u,2.0,1.0,66.0,2012.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2694,3011.0,410000.0,t,2.0,2.0,80.0,2014.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2695,3011.0,1170000.0,h,2.0,1.0,103.0,1900.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2696,3011.0,375000.0,u,1.0,1.0,50.0,1920.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2697,3011.0,615000.0,u,2.0,1.0,,1960.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2698,3011.0,747000.0,h,3.0,1.0,120.0,1940.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2699,3011.0,275000.0,u,1.0,1.0,,1970.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2700,3011.0,1045000.0,h,3.0,2.0,,,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2701,3011.0,775000.0,h,3.0,1.0,99.0,1920.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2702,3011.0,571000.0,u,2.0,2.0,78.0,2013.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2703,3011.0,310000.0,u,2.0,1.0,,,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2704,3011.0,305000.0,u,1.0,1.0,70.0,1965.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2705,3011.0,860500.0,h,3.0,2.0,228.0,1980.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2706,3011.0,820000.0,t,3.0,2.0,,,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2707,3011.0,210000.0,u,1.0,1.0,,,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2708,3011.0,875000.0,h,3.0,1.0,92.0,,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2709,3011.0,370000.0,u,2.0,1.0,75.0,2007.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2710,3011.0,711000.0,h,2.0,1.0,90.0,1910.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2711,3011.0,665000.0,u,3.0,2.0,,,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2712,3011.0,690500.0,h,2.0,1.0,98.0,1900.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2713,3011.0,747000.0,h,2.0,1.0,94.0,1900.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2714,3011.0,858000.0,h,2.0,1.0,93.0,1915.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2715,3011.0,699000.0,t,4.0,2.0,126.0,2015.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2716,3011.0,835000.0,h,2.0,1.0,109.0,1920.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2717,3011.0,661000.0,h,2.0,1.0,83.0,1970.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2718,3011.0,757500.0,h,2.0,1.0,108.0,1900.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2719,3011.0,282000.0,u,1.0,1.0,42.0,1975.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2720,3011.0,699000.0,t,3.0,1.0,113.0,2000.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2721,3011.0,850000.0,h,3.0,1.0,99.0,1930.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2722,3011.0,315000.0,u,2.0,1.0,74.0,1970.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2723,3011.0,740000.0,h,3.0,1.0,94.0,1910.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2724,3011.0,360000.0,u,2.0,1.0,,,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2725,3011.0,980000.0,h,3.0,2.0,154.0,2006.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2726,3011.0,561000.0,u,3.0,1.0,,,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2727,3011.0,316000.0,u,2.0,1.0,55.0,1960.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2728,3011.0,800000.0,h,2.0,1.0,,1940.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2729,3011.0,760000.0,h,2.0,1.0,70.0,1920.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2730,3011.0,735000.0,t,3.0,2.0,168.0,2010.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2731,3011.0,823000.0,h,2.0,1.0,,,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2732,3011.0,1225000.0,h,4.0,2.0,130.0,1915.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2733,3011.0,296000.0,u,2.0,1.0,,,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2734,3011.0,886500.0,h,3.0,1.0,,,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2735,3011.0,767500.0,h,3.0,2.0,98.0,1930.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2736,3011.0,395000.0,u,2.0,2.0,79.0,2009.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2737,3011.0,815000.0,h,4.0,2.0,151.0,1910.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2738,3011.0,757000.0,t,3.0,2.0,102.0,2011.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2739,3011.0,1450000.0,h,4.0,1.0,160.0,1910.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2740,3011.0,745000.0,h,2.0,1.0,74.0,1890.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2741,3011.0,716000.0,h,2.0,1.0,275.0,2000.0,6.4,Footscray,Maribyrnong,Western Metropolitan,95.6010101010101
2742,3146.0,1735000.0,h,3.0,2.0,170.0,1935.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2743,3146.0,1699000.0,h,3.0,1.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2746,3146.0,1800000.0,h,4.0,2.0,217.0,1930.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2747,3146.0,1998000.0,h,4.0,2.0,183.0,2002.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2748,3146.0,671000.0,u,2.0,1.0,85.0,1960.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2750,3146.0,1780000.0,h,3.0,1.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2751,3146.0,1425000.0,h,3.0,2.0,163.0,2006.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2752,3146.0,1530000.0,h,3.0,1.0,118.0,1940.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2753,3146.0,1900000.0,h,4.0,4.0,323.0,1985.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2754,3146.0,1500000.0,h,3.0,1.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2755,3146.0,1360000.0,h,3.0,2.0,134.0,1940.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2756,3146.0,2175000.0,h,5.0,3.0,327.0,2003.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2757,3146.0,2325000.0,h,4.0,3.0,314.0,1930.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2759,3146.0,2300000.0,h,4.0,3.0,254.0,1941.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2760,3146.0,550000.0,u,2.0,1.0,63.0,1968.0,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2761,3146.0,1600000.0,h,3.0,2.0,134.0,1940.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2762,3146.0,2100000.0,h,3.0,2.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2763,3146.0,2115000.0,h,4.0,2.0,157.0,1920.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2764,3146.0,1700000.0,h,3.0,2.0,188.0,1951.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2766,3146.0,1750000.0,h,3.0,2.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2767,3146.0,967500.0,h,3.0,2.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2768,3146.0,2077000.0,h,4.0,2.0,143.0,1910.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2770,3146.0,411000.0,u,2.0,1.0,65.0,1970.0,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2771,3146.0,1222000.0,h,3.0,1.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2772,3146.0,1550000.0,h,3.0,2.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2773,3146.0,1660000.0,h,3.0,1.0,,1930.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2774,3146.0,2250000.0,h,5.0,3.0,,1940.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2775,3146.0,1162000.0,u,2.0,2.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2776,3146.0,2020000.0,h,4.0,2.0,351.0,2009.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2777,3146.0,845000.0,h,2.0,0.0,,,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2778,3146.0,1510000.0,h,3.0,2.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2779,3146.0,2010000.0,h,4.0,2.0,212.0,1930.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2781,3146.0,585000.0,u,2.0,1.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2782,3146.0,1275000.0,h,3.0,2.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2783,3146.0,452000.0,u,1.0,1.0,52.0,1980.0,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2784,3146.0,1625000.0,t,3.0,2.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2785,3146.0,1800000.0,h,4.0,3.0,,,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2786,3146.0,1820000.0,h,3.0,1.0,136.0,1930.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2787,3146.0,291000.0,u,1.0,1.0,38.0,1982.0,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2788,3146.0,710000.0,u,2.0,1.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2790,3146.0,1020000.0,h,2.0,1.0,,1910.0,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2791,3146.0,1456000.0,h,3.0,1.0,142.0,1920.0,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2792,3146.0,1875000.0,h,3.0,2.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2793,3146.0,1430000.0,h,3.0,3.0,255.0,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2794,3146.0,2300000.0,h,6.0,2.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2795,3146.0,345000.0,t,1.0,1.0,44.0,1970.0,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2796,3146.0,2000000.0,h,5.0,3.0,248.0,1920.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2797,3146.0,1550000.0,h,4.0,0.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2798,3146.0,1625000.0,h,4.0,2.0,,1980.0,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2799,3146.0,480000.0,u,2.0,1.0,,,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2800,3146.0,585000.0,t,2.0,1.0,84.0,1960.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2801,3146.0,1960000.0,h,5.0,3.0,,1940.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2802,3146.0,1700000.0,h,4.0,3.0,266.0,1946.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2803,3146.0,680000.0,u,2.0,1.0,,,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2804,3146.0,1220000.0,t,3.0,2.0,,1999.0,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2805,3146.0,1375000.0,h,3.0,2.0,176.0,1990.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2806,3146.0,920000.0,h,2.0,1.0,115.0,1930.0,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2807,3146.0,382000.0,u,2.0,1.0,33.0,1960.0,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2808,3146.0,545000.0,u,3.0,0.0,,,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2809,3146.0,1350000.0,t,3.0,2.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2810,3146.0,1280000.0,h,2.0,1.0,123.0,1950.0,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2811,3146.0,1825000.0,h,3.0,1.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2814,3146.0,1825000.0,h,3.0,3.0,26.0,1999.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2815,3146.0,328000.0,u,1.0,1.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2816,3146.0,2016000.0,h,4.0,2.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2818,3146.0,1710000.0,h,3.0,1.0,,,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2819,3146.0,1770000.0,h,3.0,1.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2820,3146.0,1765000.0,h,3.0,1.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2821,3146.0,511000.0,u,2.0,1.0,,,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2822,3146.0,2000000.0,h,2.0,1.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2823,3146.0,1600000.0,h,2.0,2.0,184.0,1950.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2824,3146.0,1880000.0,h,3.0,2.0,,1920.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2825,3146.0,2352500.0,h,5.0,3.0,336.0,1930.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2828,3146.0,856500.0,u,2.0,1.0,,1960.0,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2829,3146.0,1650000.0,h,5.0,2.0,,,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2830,3146.0,600000.0,t,2.0,1.0,1143.0,,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2831,3146.0,690000.0,u,2.0,1.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2832,3146.0,1200000.0,t,3.0,2.0,,,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2834,3146.0,785000.0,u,2.0,1.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2835,3146.0,1950000.0,h,4.0,2.0,155.0,1960.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2836,3146.0,2200000.0,h,3.0,1.0,142.0,1930.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2837,3146.0,1751000.0,h,3.0,1.0,140.0,1930.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2838,3146.0,1857000.0,h,4.0,2.0,205.0,1930.0,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2839,3146.0,375000.0,u,1.0,1.0,,,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2840,3146.0,720000.0,u,2.0,1.0,74.0,1940.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2841,3146.0,1500000.0,h,3.0,1.0,107.0,1935.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2843,3146.0,1723000.0,h,2.0,1.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2844,3146.0,529500.0,u,2.0,1.0,,,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2846,3146.0,1665000.0,h,3.0,1.0,143.0,1941.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2847,3146.0,600000.0,u,2.0,1.0,80.0,1960.0,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2848,3146.0,1420000.0,h,3.0,1.0,607.0,1940.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2849,3146.0,1550000.0,h,3.0,2.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2850,3146.0,420000.0,u,1.0,1.0,,2011.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2851,3146.0,1920000.0,h,4.0,2.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2852,3146.0,2100000.0,h,5.0,3.0,,1989.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2854,3146.0,2100000.0,h,4.0,2.0,216.0,1930.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2856,3146.0,390000.0,u,2.0,1.0,,,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2858,3146.0,1390000.0,h,3.0,2.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2859,3146.0,1802000.0,h,4.0,3.0,,1980.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2860,3146.0,1310000.0,h,3.0,1.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2861,3146.0,1931000.0,h,3.0,2.0,193.0,1975.0,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2862,3146.0,2000000.0,h,3.0,2.0,,,9.2,Glen Iris,Boroondara,Southern Metropolitan,135.83333333333334
2863,3146.0,1250000.0,h,2.0,1.0,107.0,1910.0,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2865,3146.0,460000.0,u,2.0,1.0,,,9.2,Glen Iris,Stonnington,Southern Metropolitan,135.83333333333334
2866,3046.0,610000.0,h,3.0,1.0,118.0,1960.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2867,3046.0,610000.0,h,3.0,1.0,144.0,1960.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2868,3046.0,555000.0,t,3.0,2.0,3.0,,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2869,3046.0,500000.0,h,3.0,1.0,,,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2870,3046.0,806500.0,h,3.0,1.0,127.0,1965.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2871,3046.0,1150000.0,h,5.0,3.0,,,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2872,3046.0,850000.0,h,5.0,3.0,,,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2873,3046.0,550000.0,h,4.0,2.0,138.0,2017.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2874,3046.0,822000.0,h,3.0,1.0,105.0,1950.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2875,3046.0,980000.0,h,3.0,2.0,136.0,1950.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2876,3046.0,670000.0,h,3.0,1.0,,,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2877,3046.0,430000.0,u,2.0,1.0,100.0,2010.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2878,3046.0,852500.0,h,2.0,1.0,,,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2879,3046.0,1025000.0,h,4.0,2.0,,,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2880,3046.0,540000.0,h,2.0,1.0,114.0,2010.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2881,3046.0,530000.0,h,2.0,1.0,,,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2882,3046.0,721000.0,h,3.0,1.0,,1976.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2883,3046.0,737000.0,h,3.0,1.0,97.0,1950.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2884,3046.0,575500.0,h,3.0,1.0,,,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2885,3046.0,600000.0,h,3.0,1.0,,,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2886,3046.0,460000.0,h,3.0,2.0,3.0,1950.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2887,3046.0,370000.0,t,3.0,2.0,,2003.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2888,3046.0,691000.0,h,3.0,1.0,,,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2889,3046.0,500000.0,h,3.0,1.0,,,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2890,3046.0,545000.0,t,3.0,2.0,130.0,2014.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2891,3046.0,670000.0,h,3.0,1.0,140.0,1960.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2892,3046.0,572000.0,h,3.0,1.0,,,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2893,3046.0,702000.0,h,4.0,1.0,124.0,1956.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2894,3046.0,730000.0,h,2.0,1.0,115.0,1950.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2895,3046.0,711500.0,h,3.0,1.0,81.0,1950.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2896,3046.0,820000.0,h,3.0,2.0,,,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2897,3046.0,810000.0,h,5.0,4.0,176.0,1950.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2898,3046.0,250000.0,u,2.0,1.0,61.0,1970.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2899,3046.0,460000.0,t,3.0,1.0,106.0,1970.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2900,3046.0,793000.0,h,3.0,1.0,120.0,1960.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2901,3046.0,340000.0,u,2.0,1.0,74.0,1970.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2902,3046.0,596000.0,h,3.0,1.0,,,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2903,3046.0,447500.0,h,3.0,1.0,130.0,2000.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2904,3046.0,588000.0,h,3.0,1.0,125.0,1960.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2905,3046.0,420000.0,h,3.0,1.0,96.0,1960.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2906,3046.0,410000.0,u,2.0,1.0,81.0,2000.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2907,3046.0,688000.0,h,3.0,1.0,,,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2908,3046.0,612500.0,h,3.0,2.0,,,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2909,3046.0,525000.0,h,3.0,1.0,85.0,1950.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2910,3046.0,703000.0,h,3.0,1.0,102.0,1960.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2911,3046.0,608000.0,t,3.0,2.0,150.0,2014.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2912,3046.0,705000.0,h,5.0,3.0,,1970.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2913,3046.0,320500.0,u,2.0,1.0,,,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2914,3046.0,577000.0,h,3.0,1.0,,,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2915,3046.0,230000.0,u,2.0,1.0,,,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2916,3046.0,607000.0,t,4.0,3.0,131.0,2014.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2917,3046.0,765500.0,h,3.0,2.0,180.0,1970.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2918,3046.0,470000.0,u,3.0,1.0,99.0,2014.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2919,3046.0,482500.0,u,3.0,1.0,,1995.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2920,3046.0,580000.0,h,3.0,1.0,142.0,1960.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2921,3046.0,434500.0,t,2.0,1.0,,1975.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2922,3046.0,620250.0,u,2.0,1.0,91.0,2012.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2923,3046.0,710000.0,h,3.0,1.0,104.0,1960.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
2924,3046.0,630000.0,h,3.0,1.0,130.0,1960.0,13.0,Glenroy,Moreland,Northern Metropolitan,69.03333333333333
